Transaction_ID,event_date,Scenario,Asset_Class,Sub_Asset_Class,Variable_X,Variable_Y,Underlying_Asset_Price,Option_Strike_Price,Risk_Free_Rate,Time_To_Maturity,Asset_Volatility,Return_Asset1,Return_Asset2,Return_Asset3,Weight_Asset1,Weight_Asset2,Weight_Asset3,Portfolio_Return,Cash_Flow_Period1,Cash_Flow_Period2,Cash_Flow_Period3,Bond_Yield,CashFlow_TimePeriod1,CashFlow_TimePeriod2,CashFlow_TimePeriod3,Probability_Default,Loss_Given_Default,Exposure_At_Default,Bid_Price,Ask_Price,Base_Asset_Value,Stressed_Asset_Value,Stress_Exposure,Gross_Income,Asset_Risk_Weight,Additional_Liquidity_Risk,Time_Series_Lag_Value,Current_Time_Series_Value
82,10/02/2026,Monte Carlo,Derivative,Swap,6.93,7.35,102.9,129.03,0.042,1.37,0.33,0.059,0.045,0.077,0.37,0.47,0.16,0.061,5.0,7.0,108.0,0.038,2.0,2.0,1.0,0.01,0.61,1072.0,112.02,113.68,111.35,110.49,136.0,661761.0,0.26,0.07,10.5,11.5
83,22/12/2025,Base,Derivative,Swap,8.91,6.67,125.41,93.55,0.041,1.78,0.38,0.056,0.041,0.04,0.22,0.28,0.5,0.035,4.0,6.0,107.0,0.049,3.0,2.0,2.0,0.032,0.43,1044.0,112.28,113.76,113.74,112.91,131.0,669152.0,0.23,0.05,14.8,14.9
84,18/03/2025,Base,Fixed Income,Corporate Bond,6.74,9.59,93.72,113.76,0.038,1.47,0.21,0.095,0.033,0.091,0.25,0.23,0.52,0.04,5.0,7.0,107.0,0.045,2.0,2.0,1.0,0.012,0.57,1152.0,98.07,99.11,108.55,107.46,143.0,620043.0,0.22,0.04,10.9,11.5
85,12/11/2025,Monte Carlo,Equity,Preferred Stock,7.92,7.88,125.8,100.6,0.039,1.28,0.27,0.051,0.035,0.024,0.33,0.28,0.39,0.072,6.0,5.0,107.0,0.032,2.0,3.0,2.0,0.04,0.47,918.0,102.74,104.02,119.31,117.44,149.0,614543.0,0.22,0.05,12.0,13.7
86,05/04/2026,Base,Equity,Common Stock,4.86,9.94,128.89,122.34,0.024,1.35,0.4,0.055,0.1,0.07,0.45,0.28,0.27,0.076,8.0,4.0,104.0,0.038,2.0,2.0,2.0,0.045,0.64,1087.0,105.45,106.58,108.29,107.49,142.0,651675.0,0.29,0.08,12.8,13.0
87,25/02/2026,Monte Carlo,Derivative,Swap,5.32,8.62,112.88,108.92,0.025,1.31,0.32,0.074,0.052,0.052,0.46,0.41,0.13,0.032,6.0,5.0,104.0,0.037,3.0,2.0,3.0,0.044,0.61,1192.0,99.56,100.51,114.87,112.82,136.0,645760.0,0.26,0.04,12.2,14.0
88,13/06/2026,Base,Commodity,Agriculture,8.34,9.28,110.61,96.36,0.029,1.51,0.23,0.088,0.09,0.022,0.26,0.45,0.29,0.072,5.0,6.0,109.0,0.044,2.0,3.0,2.0,0.035,0.44,909.0,102.45,103.84,103.55,101.31,142.0,569952.0,0.22,0.08,13.7,15.1
89,16/06/2025,Base,Derivative,Option,8.27,9.12,98.57,98.85,0.027,0.91,0.33,0.061,0.089,0.097,0.4,0.34,0.26,0.037,5.0,7.0,102.0,0.042,3.0,2.0,2.0,0.021,0.67,1155.0,104.18,105.01,106.04,104.5,142.0,616897.0,0.2,0.08,14.8,16.5
90,17/10/2025,Stressed,Alternative,Real Estate,5.49,6.43,92.55,129.53,0.039,2.22,0.25,0.077,0.091,0.044,0.24,0.43,0.33,0.075,7.0,7.0,106.0,0.043,2.0,2.0,2.0,0.05,0.48,1026.0,102.77,103.32,114.16,112.52,134.0,645310.0,0.22,0.06,13.9,15.7
91,24/06/2025,Base,Derivative,Swap,8.2,9.51,97.25,93.9,0.024,1.02,0.36,0.081,0.035,0.074,0.3,0.23,0.47,0.048,7.0,5.0,108.0,0.037,2.0,2.0,3.0,0.029,0.66,1075.0,113.89,114.5,117.79,116.29,147.0,576334.0,0.23,0.04,14.3,14.6
92,07/08/2026,Base,Fixed Income,Corporate Bond,8.46,9.95,95.73,124.5,0.025,0.66,0.27,0.099,0.045,0.025,0.34,0.26,0.4,0.069,6.0,5.0,108.0,0.046,1.0,2.0,2.0,0.027,0.54,901.0,105.68,107.28,119.0,116.72,145.0,606207.0,0.2,0.04,13.7,14.2
93,28/01/2026,Base,Derivative,Future,6.52,7.22,92.61,91.83,0.048,1.41,0.3,0.062,0.055,0.075,0.24,0.5,0.26,0.055,7.0,5.0,109.0,0.046,1.0,1.0,3.0,0.018,0.41,1051.0,97.46,99.03,115.84,114.59,143.0,654250.0,0.26,0.06,10.2,10.4
94,03/03/2026,Stressed,Equity,Common Stock,6.22,6.49,100.11,118.07,0.026,1.87,0.2,0.054,0.028,0.062,0.39,0.41,0.2,0.051,8.0,6.0,106.0,0.036,3.0,2.0,2.0,0.041,0.65,1192.0,102.16,103.27,103.21,101.61,148.0,637641.0,0.25,0.05,10.1,10.3
95,03/04/2025,Base,Equity,Preferred Stock,7.9,6.3,118.94,126.19,0.039,1.41,0.4,0.041,0.024,0.085,0.46,0.46,0.08,0.048,7.0,6.0,101.0,0.047,3.0,1.0,1.0,0.036,0.5,1168.0,114.1,115.0,114.66,113.41,137.0,522766.0,0.24,0.06,14.2,15.6
96,20/06/2025,Stressed,Commodity,Oil,4.57,8.78,92.35,127.7,0.025,1.33,0.32,0.084,0.074,0.035,0.31,0.31,0.38,0.031,7.0,7.0,110.0,0.033,3.0,1.0,2.0,0.012,0.48,994.0,109.09,110.61,115.35,113.7,141.0,695579.0,0.27,0.05,12.6,14.0
97,12/09/2025,Stressed,Equity,Preferred Stock,6.41,8.65,115.66,95.95,0.045,2.28,0.32,0.021,0.095,0.06,0.34,0.35,0.31,0.038,7.0,5.0,103.0,0.036,2.0,2.0,2.0,0.043,0.42,1033.0,106.46,107.09,109.97,108.84,150.0,649048.0,0.2,0.06,10.2,11.3
98,30/07/2026,Monte Carlo,Equity,Preferred Stock,5.03,8.69,128.01,104.53,0.022,0.95,0.29,0.065,0.07,0.058,0.4,0.41,0.19,0.036,7.0,5.0,103.0,0.047,3.0,2.0,2.0,0.038,0.41,949.0,97.81,99.39,114.43,113.72,142.0,537509.0,0.29,0.06,12.3,13.9
99,17/02/2025,Monte Carlo,Derivative,Option,8.63,9.35,113.55,120.89,0.034,1.82,0.39,0.031,0.06,0.062,0.21,0.48,0.31,0.072,6.0,6.0,109.0,0.034,2.0,2.0,1.0,0.025,0.58,1165.0,105.08,106.16,119.59,117.26,145.0,554719.0,0.3,0.08,12.3,12.6
100,09/06/2026,Stressed,Commodity,Agriculture,5.49,8.81,124.43,118.47,0.048,1.77,0.24,0.07,0.043,0.048,0.4,0.49,0.11,0.063,8.0,6.0,107.0,0.036,1.0,2.0,2.0,0.033,0.6,1025.0,109.96,111.72,105.72,103.53,146.0,604546.0,0.2,0.05,13.4,13.8
101,30/05/2025,Stressed,Fixed Income,Corporate Bond,8.2,8.76,101.81,120.14,0.021,2.13,0.22,0.089,0.079,0.089,0.42,0.37,0.21,0.042,7.0,7.0,103.0,0.043,3.0,2.0,3.0,0.049,0.49,1066.0,95.26,96.14,112.41,110.35,147.0,665997.0,0.29,0.07,13.2,14.7
102,18/07/2025,Stressed,Alternative,Real Estate,5.47,6.71,117.31,97.48,0.025,1.53,0.28,0.054,0.065,0.03,0.38,0.28,0.34,0.047,7.0,5.0,102.0,0.036,1.0,3.0,2.0,0.036,0.55,1072.0,102.16,103.84,106.36,105.42,134.0,513635.0,0.25,0.06,12.7,12.9
103,06/12/2025,Stressed,Fixed Income,Government Bond,5.8,6.87,120.11,111.22,0.05,2.15,0.4,0.021,0.074,0.056,0.47,0.38,0.15,0.061,8.0,7.0,103.0,0.048,3.0,2.0,2.0,0.021,0.67,1147.0,102.5,104.2,108.91,108.32,148.0,538502.0,0.25,0.08,10.8,12.7
104,09/03/2025,Base,Alternative,Real Estate,5.05,8.52,98.53,117.42,0.045,0.91,0.37,0.09,0.079,0.055,0.45,0.22,0.33,0.064,4.0,7.0,100.0,0.031,1.0,2.0,1.0,0.043,0.67,1022.0,104.02,105.13,106.33,105.05,132.0,501180.0,0.27,0.04,13.7,13.8
105,19/04/2025,Monte Carlo,Equity,Preferred Stock,5.45,8.74,114.26,101.26,0.048,1.26,0.36,0.022,0.033,0.038,0.42,0.44,0.14,0.072,5.0,7.0,103.0,0.048,3.0,3.0,2.0,0.048,0.4,1162.0,97.83,98.39,111.45,110.16,141.0,517025.0,0.22,0.07,13.6,14.0
106,15/08/2025,Base,Alternative,Hedge Fund,7.08,7.01,94.58,116.84,0.037,0.61,0.35,0.099,0.064,0.072,0.22,0.4,0.38,0.043,5.0,6.0,110.0,0.037,2.0,1.0,2.0,0.013,0.46,1046.0,101.57,103.06,113.87,113.07,141.0,661540.0,0.3,0.05,11.6,13.2
107,18/05/2025,Monte Carlo,Commodity,Oil,7.4,7.33,109.2,107.81,0.043,1.47,0.22,0.072,0.027,0.042,0.45,0.47,0.08,0.04,7.0,7.0,107.0,0.048,3.0,2.0,3.0,0.033,0.63,964.0,95.73,96.62,117.88,116.3,143.0,529727.0,0.24,0.08,12.9,14.6
108,03/04/2025,Stressed,Fixed Income,Corporate Bond,5.98,8.01,116.51,123.92,0.044,1.73,0.23,0.061,0.056,0.034,0.48,0.4,0.12,0.078,7.0,6.0,104.0,0.034,2.0,1.0,2.0,0.012,0.46,1172.0,102.23,103.43,109.09,108.5,150.0,564814.0,0.27,0.06,14.1,15.8
109,28/06/2025,Stressed,Derivative,Swap,5.88,7.51,113.51,125.93,0.022,1.0,0.39,0.038,0.052,0.085,0.3,0.44,0.26,0.074,4.0,8.0,104.0,0.035,2.0,2.0,1.0,0.016,0.58,1145.0,108.22,109.34,106.6,105.87,144.0,595804.0,0.26,0.07,12.1,12.6
110,18/05/2025,Stressed,Fixed Income,Municipal Bond,7.15,6.16,112.89,92.24,0.028,0.86,0.39,0.068,0.065,0.021,0.42,0.4,0.18,0.044,4.0,6.0,110.0,0.047,1.0,3.0,2.0,0.042,0.65,955.0,108.19,109.09,114.48,113.29,139.0,618119.0,0.22,0.06,10.5,10.9
111,03/06/2025,Base,Alternative,Real Estate,7.03,6.71,126.06,113.99,0.046,1.56,0.35,0.027,0.073,0.092,0.36,0.2,0.44,0.077,7.0,6.0,104.0,0.047,2.0,2.0,3.0,0.029,0.63,1005.0,111.09,112.95,116.74,115.09,139.0,550904.0,0.28,0.08,10.4,11.6
112,06/01/2025,Base,Alternative,Private Equity,7.55,9.16,113.12,94.71,0.02,1.81,0.34,0.045,0.049,0.032,0.4,0.28,0.32,0.073,6.0,5.0,103.0,0.044,3.0,2.0,3.0,0.029,0.51,1066.0,100.08,101.04,106.89,104.98,145.0,671000.0,0.27,0.07,12.2,13.6
113,15/02/2026,Base,Fixed Income,Government Bond,7.93,9.2,114.56,117.38,0.022,1.28,0.33,0.084,0.086,0.058,0.38,0.23,0.39,0.043,5.0,6.0,107.0,0.049,2.0,2.0,2.0,0.049,0.42,1132.0,98.51,99.75,100.21,98.01,149.0,603631.0,0.22,0.07,12.6,14.0
114,04/01/2026,Stressed,Alternative,Hedge Fund,5.2,6.0,96.3,129.87,0.043,1.21,0.28,0.067,0.061,0.079,0.22,0.23,0.55,0.044,7.0,8.0,103.0,0.049,2.0,2.0,1.0,0.047,0.57,978.0,103.14,103.8,101.45,100.36,149.0,660588.0,0.3,0.08,14.1,15.2
115,07/09/2025,Stressed,Commodity,Oil,7.79,9.84,108.35,108.43,0.038,0.55,0.22,0.025,0.071,0.1,0.4,0.27,0.33,0.046,8.0,6.0,100.0,0.047,1.0,1.0,2.0,0.043,0.42,1179.0,104.53,105.56,117.89,116.85,149.0,636621.0,0.29,0.06,11.0,12.5
116,13/09/2025,Base,Derivative,Option,8.18,7.42,121.16,94.8,0.022,2.41,0.3,0.021,0.089,0.097,0.45,0.31,0.24,0.046,8.0,8.0,106.0,0.035,1.0,3.0,2.0,0.026,0.63,938.0,105.51,106.64,118.79,118.22,137.0,672080.0,0.28,0.06,10.6,11.6
117,22/11/2026,Base,Derivative,Swap,5.05,8.32,103.02,114.51,0.028,1.6,0.25,0.058,0.069,0.049,0.35,0.26,0.39,0.065,5.0,7.0,103.0,0.034,1.0,2.0,1.0,0.014,0.48,971.0,103.64,104.71,102.92,100.5,133.0,661134.0,0.22,0.06,15.0,16.7
118,14/05/2026,Stressed,Alternative,Real Estate,5.5,8.25,112.71,105.94,0.041,0.62,0.36,0.058,0.07,0.056,0.3,0.31,0.39,0.058,8.0,5.0,100.0,0.032,3.0,3.0,1.0,0.033,0.59,952.0,110.61,111.64,113.46,111.99,145.0,677926.0,0.24,0.05,13.2,13.5
119,12/12/2025,Monte Carlo,Fixed Income,Municipal Bond,6.11,8.45,106.19,126.28,0.022,1.19,0.26,0.072,0.077,0.068,0.32,0.47,0.21,0.069,8.0,7.0,105.0,0.039,1.0,3.0,1.0,0.019,0.48,1123.0,109.99,110.81,107.94,107.25,149.0,594637.0,0.21,0.07,12.6,14.6
120,28/03/2025,Stressed,Equity,Preferred Stock,7.27,9.54,102.37,99.9,0.029,1.75,0.23,0.087,0.022,0.073,0.46,0.3,0.24,0.054,8.0,6.0,103.0,0.039,3.0,2.0,1.0,0.034,0.59,1091.0,106.28,107.57,112.79,111.67,137.0,607934.0,0.28,0.06,11.8,12.3
121,20/05/2025,Base,Derivative,Option,5.72,7.88,90.33,126.88,0.048,1.45,0.2,0.054,0.043,0.038,0.2,0.31,0.49,0.051,6.0,6.0,102.0,0.045,2.0,2.0,2.0,0.027,0.47,1129.0,113.2,114.91,113.69,112.62,145.0,661762.0,0.24,0.07,10.9,11.5
122,19/12/2026,Base,Commodity,Agriculture,7.11,6.75,90.78,91.99,0.036,0.87,0.22,0.042,0.077,0.078,0.27,0.25,0.48,0.055,5.0,5.0,108.0,0.05,2.0,3.0,2.0,0.044,0.69,917.0,110.51,111.12,109.4,108.52,147.0,663450.0,0.28,0.04,13.8,14.3
123,04/02/2025,Stressed,Commodity,Gold,5.0,8.94,93.76,116.64,0.026,1.28,0.39,0.095,0.033,0.078,0.42,0.36,0.22,0.036,6.0,5.0,104.0,0.031,2.0,3.0,1.0,0.027,0.4,1138.0,106.69,107.78,104.86,102.42,142.0,638150.0,0.27,0.05,13.9,14.4
124,13/12/2025,Stressed,Commodity,Gold,8.65,9.99,115.01,92.39,0.039,1.9,0.36,0.03,0.039,0.099,0.44,0.43,0.13,0.07,6.0,5.0,107.0,0.037,1.0,3.0,2.0,0.028,0.49,1109.0,98.8,99.58,106.95,104.99,136.0,666270.0,0.29,0.06,10.3,10.6
125,10/04/2026,Stressed,Derivative,Future,4.0,8.55,105.16,97.42,0.021,2.21,0.36,0.039,0.078,0.073,0.36,0.32,0.32,0.056,6.0,6.0,106.0,0.036,2.0,1.0,2.0,0.013,0.65,939.0,112.47,113.27,109.71,109.01,141.0,667260.0,0.27,0.06,13.5,14.0
126,14/03/2025,Stressed,Derivative,Option,4.07,9.68,116.23,127.14,0.045,1.44,0.33,0.049,0.079,0.091,0.45,0.44,0.11,0.033,6.0,6.0,107.0,0.047,1.0,1.0,2.0,0.014,0.47,1016.0,98.86,100.35,111.4,109.0,141.0,611628.0,0.27,0.07,12.9,14.2
127,04/07/2025,Base,Commodity,Gold,6.75,8.02,116.3,111.36,0.038,2.37,0.38,0.064,0.1,0.088,0.32,0.39,0.29,0.071,5.0,5.0,105.0,0.038,2.0,2.0,2.0,0.028,0.69,900.0,95.69,96.62,100.33,99.56,148.0,501314.0,0.3,0.05,11.6,13.1
128,08/08/2026,Stressed,Derivative,Swap,8.63,6.62,91.51,104.23,0.024,1.23,0.32,0.039,0.085,0.027,0.32,0.48,0.2,0.067,7.0,7.0,102.0,0.047,2.0,2.0,3.0,0.034,0.49,1119.0,106.53,107.15,101.12,99.08,137.0,663428.0,0.24,0.07,14.3,14.8
129,10/10/2026,Stressed,Alternative,Hedge Fund,5.91,7.22,91.65,111.6,0.024,1.5,0.24,0.024,0.079,0.051,0.33,0.38,0.29,0.055,5.0,5.0,104.0,0.033,1.0,2.0,1.0,0.026,0.43,1051.0,110.48,111.18,102.7,101.08,140.0,630450.0,0.22,0.06,13.7,14.2
130,28/11/2025,Monte Carlo,Equity,Preferred Stock,7.42,8.3,94.5,106.54,0.031,0.88,0.27,0.072,0.082,0.034,0.3,0.45,0.25,0.07,6.0,6.0,109.0,0.035,2.0,1.0,2.0,0.013,0.62,973.0,107.42,108.14,116.65,115.57,137.0,660856.0,0.23,0.06,11.7,13.2
131,22/09/2025,Stressed,Fixed Income,Government Bond,6.74,8.49,129.69,117.8,0.04,1.25,0.38,0.062,0.04,0.025,0.26,0.41,0.33,0.044,6.0,8.0,101.0,0.043,2.0,3.0,2.0,0.014,0.49,1165.0,102.73,104.7,110.17,108.25,148.0,596932.0,0.26,0.04,11.0,12.9
132,11/09/2025,Base,Alternative,Real Estate,8.61,7.22,109.6,119.78,0.021,1.87,0.27,0.044,0.1,0.098,0.28,0.22,0.5,0.043,6.0,8.0,110.0,0.049,3.0,1.0,2.0,0.026,0.44,1119.0,105.41,106.93,117.45,115.58,138.0,614580.0,0.24,0.05,13.0,13.9
133,18/08/2026,Stressed,Fixed Income,Government Bond,6.71,9.2,124.5,102.36,0.041,1.55,0.23,0.1,0.098,0.032,0.48,0.48,0.04,0.046,6.0,8.0,101.0,0.036,3.0,2.0,3.0,0.045,0.52,1023.0,103.86,105.76,117.88,115.51,135.0,655822.0,0.21,0.05,13.8,15.0
134,25/08/2025,Stressed,Derivative,Swap,6.98,6.92,91.04,93.18,0.043,0.77,0.37,0.058,0.072,0.035,0.32,0.34,0.34,0.038,5.0,6.0,110.0,0.049,3.0,1.0,2.0,0.018,0.46,953.0,114.09,115.25,112.34,110.46,147.0,677517.0,0.24,0.07,13.0,14.6
135,09/08/2026,Stressed,Derivative,Future,6.97,8.1,125.03,121.48,0.036,1.4,0.37,0.023,0.1,0.061,0.32,0.42,0.26,0.058,6.0,7.0,100.0,0.036,2.0,2.0,3.0,0.028,0.53,1084.0,96.09,97.37,102.84,100.68,139.0,644529.0,0.21,0.07,14.7,16.1
136,07/04/2026,Base,Fixed Income,Corporate Bond,4.12,7.81,125.86,125.83,0.046,0.68,0.26,0.072,0.077,0.033,0.42,0.23,0.35,0.065,7.0,4.0,107.0,0.045,3.0,2.0,1.0,0.032,0.41,951.0,101.7,103.51,117.25,116.43,133.0,653831.0,0.21,0.05,13.7,15.6
137,15/05/2025,Base,Derivative,Swap,8.8,6.01,120.62,90.49,0.035,1.5,0.36,0.069,0.059,0.037,0.4,0.34,0.26,0.052,6.0,4.0,109.0,0.036,2.0,3.0,1.0,0.017,0.42,1005.0,97.91,98.46,111.56,109.85,137.0,517541.0,0.21,0.08,10.8,11.4
138,01/07/2025,Monte Carlo,Alternative,Real Estate,8.83,9.0,104.41,91.43,0.043,1.15,0.38,0.086,0.081,0.087,0.22,0.34,0.44,0.036,7.0,5.0,104.0,0.034,1.0,1.0,2.0,0.049,0.56,926.0,109.48,110.89,115.76,113.85,139.0,669560.0,0.23,0.06,13.1,15.0
139,10/10/2026,Base,Alternative,Real Estate,6.49,9.23,125.35,99.31,0.029,0.89,0.22,0.057,0.084,0.079,0.26,0.38,0.36,0.051,4.0,5.0,108.0,0.034,2.0,2.0,2.0,0.013,0.49,1065.0,110.34,111.01,106.67,105.38,141.0,692023.0,0.28,0.05,14.2,16.0
140,24/10/2026,Monte Carlo,Commodity,Oil,4.68,6.62,108.42,124.61,0.047,1.42,0.36,0.094,0.024,0.062,0.37,0.4,0.23,0.058,4.0,6.0,103.0,0.048,3.0,1.0,1.0,0.044,0.5,1013.0,105.69,106.44,112.11,111.24,132.0,656469.0,0.23,0.07,13.5,14.0
141,16/01/2026,Monte Carlo,Equity,Preferred Stock,6.26,9.8,98.65,102.09,0.023,2.07,0.36,0.093,0.056,0.022,0.34,0.35,0.31,0.04,8.0,7.0,105.0,0.046,1.0,3.0,3.0,0.048,0.6,940.0,109.49,110.68,114.27,112.73,130.0,686467.0,0.27,0.06,10.4,11.3
142,06/11/2026,Stressed,Equity,Common Stock,7.73,6.09,120.34,115.55,0.026,0.9,0.26,0.063,0.082,0.074,0.28,0.25,0.47,0.036,8.0,6.0,101.0,0.041,2.0,2.0,3.0,0.042,0.57,951.0,101.23,103.07,110.81,110.21,131.0,680658.0,0.21,0.06,10.4,11.2
143,08/12/2026,Stressed,Alternative,Real Estate,7.5,8.47,102.5,122.7,0.041,1.84,0.31,0.098,0.08,0.057,0.24,0.44,0.32,0.076,6.0,6.0,107.0,0.044,2.0,1.0,1.0,0.044,0.59,1174.0,102.84,104.39,113.3,111.22,148.0,590657.0,0.2,0.06,11.8,12.7
144,11/09/2026,Monte Carlo,Fixed Income,Corporate Bond,6.87,8.03,106.23,118.57,0.023,1.61,0.21,0.044,0.057,0.067,0.27,0.27,0.46,0.038,6.0,4.0,102.0,0.044,2.0,3.0,2.0,0.024,0.61,952.0,108.39,110.0,114.24,112.07,132.0,619215.0,0.23,0.04,12.2,12.8
145,03/12/2026,Stressed,Commodity,Gold,8.07,9.09,105.16,109.77,0.04,0.68,0.36,0.091,0.092,0.071,0.2,0.24,0.56,0.037,6.0,6.0,106.0,0.034,2.0,2.0,2.0,0.047,0.49,1183.0,103.69,105.66,106.89,106.21,130.0,697284.0,0.24,0.05,11.5,12.2
146,28/07/2026,Base,Alternative,Hedge Fund,8.1,7.44,124.45,124.63,0.027,1.9,0.28,0.045,0.051,0.051,0.36,0.4,0.24,0.054,5.0,6.0,109.0,0.047,1.0,3.0,2.0,0.015,0.42,905.0,109.43,110.66,108.73,106.25,132.0,628449.0,0.24,0.06,13.9,15.1
147,06/06/2026,Base,Commodity,Agriculture,6.12,9.28,105.39,99.03,0.033,0.51,0.3,0.078,0.077,0.042,0.48,0.37,0.15,0.032,4.0,6.0,104.0,0.042,3.0,1.0,2.0,0.031,0.66,1125.0,100.59,101.87,110.47,108.75,135.0,626133.0,0.27,0.07,13.4,14.5
148,18/12/2025,Stressed,Alternative,Private Equity,6.68,6.04,108.16,126.24,0.037,1.16,0.27,0.098,0.044,0.033,0.41,0.38,0.21,0.045,7.0,5.0,106.0,0.042,2.0,2.0,2.0,0.039,0.41,1045.0,97.54,98.16,115.68,114.68,142.0,555043.0,0.23,0.07,13.0,14.8
149,29/06/2025,Base,Fixed Income,Municipal Bond,5.31,8.8,109.4,121.97,0.046,1.19,0.22,0.032,0.095,0.032,0.35,0.5,0.15,0.069,5.0,6.0,106.0,0.034,2.0,2.0,2.0,0.04,0.43,950.0,102.97,103.92,114.92,112.92,141.0,575960.0,0.27,0.06,10.7,12.4
150,05/04/2026,Monte Carlo,Equity,Preferred Stock,5.91,7.26,111.21,128.23,0.023,1.56,0.27,0.088,0.069,0.072,0.28,0.28,0.44,0.07,5.0,6.0,105.0,0.044,1.0,2.0,3.0,0.031,0.6,1198.0,101.27,101.79,100.17,99.53,138.0,605053.0,0.27,0.05,13.6,14.1
151,28/02/2025,Stressed,Equity,Common Stock,8.69,8.63,123.42,128.02,0.039,1.92,0.22,0.089,0.03,0.073,0.47,0.37,0.16,0.078,8.0,7.0,103.0,0.039,3.0,2.0,3.0,0.021,0.53,1171.0,110.4,111.39,103.24,102.59,146.0,576560.0,0.23,0.04,14.8,15.3
152,25/07/2025,Base,Commodity,Gold,7.05,6.71,109.68,95.75,0.043,0.94,0.33,0.093,0.077,0.028,0.22,0.37,0.41,0.043,6.0,8.0,101.0,0.043,3.0,2.0,2.0,0.038,0.67,1072.0,105.31,107.22,109.81,108.44,147.0,656187.0,0.28,0.06,10.0,11.9
153,03/01/2026,Stressed,Commodity,Gold,5.67,7.21,92.21,129.88,0.039,1.23,0.37,0.047,0.087,0.081,0.29,0.26,0.45,0.058,8.0,7.0,103.0,0.038,1.0,2.0,2.0,0.045,0.53,957.0,95.71,96.25,119.93,118.95,138.0,658548.0,0.26,0.06,14.8,16.4
154,12/12/2025,Base,Equity,Common Stock,7.94,6.17,94.73,122.28,0.04,1.42,0.34,0.09,0.032,0.066,0.48,0.21,0.31,0.037,7.0,6.0,109.0,0.031,2.0,1.0,1.0,0.012,0.49,1138.0,104.12,104.88,111.82,109.68,132.0,599429.0,0.28,0.05,14.0,14.9
155,02/12/2026,Base,Commodity,Oil,6.88,6.55,123.46,121.72,0.043,1.69,0.27,0.03,0.031,0.053,0.41,0.37,0.22,0.052,8.0,4.0,101.0,0.047,2.0,3.0,1.0,0.029,0.4,954.0,96.78,98.26,117.74,116.41,146.0,654513.0,0.27,0.05,13.2,14.2
156,18/09/2026,Monte Carlo,Commodity,Gold,7.46,8.39,118.69,114.48,0.023,2.15,0.26,0.054,0.065,0.035,0.5,0.49,0.01,0.061,7.0,8.0,105.0,0.039,2.0,1.0,1.0,0.015,0.44,1153.0,113.23,114.48,103.2,100.85,131.0,572839.0,0.22,0.05,13.1,14.9
157,23/02/2025,Base,Commodity,Gold,8.62,6.7,121.42,109.4,0.023,2.29,0.34,0.067,0.046,0.036,0.4,0.3,0.3,0.069,5.0,4.0,107.0,0.047,2.0,1.0,2.0,0.029,0.67,943.0,113.56,114.74,107.75,106.98,144.0,626404.0,0.3,0.05,10.6,12.0
158,22/04/2026,Base,Equity,Preferred Stock,6.29,6.68,103.74,125.46,0.038,2.08,0.33,0.069,0.034,0.098,0.46,0.23,0.31,0.073,6.0,8.0,106.0,0.047,2.0,2.0,2.0,0.02,0.5,1074.0,112.84,114.23,102.98,101.33,130.0,696037.0,0.2,0.06,13.8,13.9
159,15/12/2026,Base,Alternative,Private Equity,8.11,7.81,99.62,112.34,0.02,1.96,0.39,0.031,0.044,0.072,0.23,0.34,0.43,0.045,7.0,7.0,107.0,0.03,2.0,3.0,3.0,0.026,0.64,1011.0,104.29,105.74,117.21,116.57,148.0,566581.0,0.2,0.06,11.3,13.2
160,03/12/2026,Monte Carlo,Alternative,Real Estate,4.4,9.52,119.43,92.19,0.048,1.85,0.38,0.029,0.049,0.07,0.31,0.25,0.44,0.058,4.0,7.0,102.0,0.05,1.0,1.0,2.0,0.048,0.57,1188.0,99.2,100.82,104.51,103.3,135.0,636045.0,0.23,0.04,11.7,12.7
161,29/06/2026,Base,Alternative,Hedge Fund,7.39,8.13,101.69,114.84,0.044,2.39,0.36,0.095,0.025,0.091,0.34,0.22,0.44,0.075,5.0,8.0,101.0,0.036,2.0,2.0,3.0,0.031,0.59,988.0,114.39,115.7,102.64,101.45,139.0,628937.0,0.23,0.04,14.4,14.9
162,16/08/2026,Base,Alternative,Real Estate,5.71,8.58,103.05,113.73,0.041,2.18,0.29,0.044,0.031,0.083,0.25,0.28,0.47,0.054,8.0,7.0,100.0,0.037,2.0,1.0,3.0,0.038,0.49,1192.0,111.79,113.33,113.33,112.52,135.0,508230.0,0.23,0.05,11.3,11.7
163,21/11/2025,Base,Alternative,Real Estate,8.89,6.59,107.94,129.02,0.036,0.74,0.2,0.094,0.081,0.096,0.48,0.25,0.27,0.079,6.0,6.0,106.0,0.036,3.0,3.0,3.0,0.05,0.6,1140.0,109.57,111.45,106.77,106.05,140.0,508016.0,0.27,0.04,10.1,11.3
164,01/12/2025,Base,Fixed Income,Corporate Bond,4.28,8.57,113.34,98.89,0.048,1.06,0.2,0.063,0.056,0.074,0.23,0.35,0.42,0.04,5.0,6.0,109.0,0.048,2.0,1.0,3.0,0.025,0.51,985.0,102.03,104.0,117.49,116.81,145.0,588844.0,0.3,0.07,11.4,13.0
